,timestamp,counter,close,volume,sentiment_score,close_lag1,perc_change_close,sentiment_score_lag1,perc_change_sentiment,sentiment_SMA3mo
1,2022-03-01,298908,1099.56995,40225400,0.8713025534362123,932.0,0.17979608369098718,0.8656592077138473,0.006519130937529968,0.0
2,2022-04-01,204020,1145.44995,45377900,0.8560624771779126,1099.56995,0.04172540364530686,0.8713025534362123,-0.01749114150784527,0.8643414127759907
3,2022-05-01,388416,952.62,48324400,0.8589709190761342,1145.44995,-0.1683442825240858,0.8560624771779126,0.003397464525964897,0.8621119832300863
4,2022-06-01,78141,775.0,40931000,0.8685562434743662,952.62,-0.18645419999580107,0.8589709190761342,0.01115907906235231,0.8611965465761378
5,2022-07-01,100489,681.78998,24781500,0.8655042621991612,775.0,-0.12027099354838708,0.8685562434743662,-0.003513855663504974,0.8643438082498872
